baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SLC13A5	24.6754245474902	-1.72758813539688	0.338388576123353	-5.10533823330702	3.30203359601921e-07	6.98653641679921e-05
CBLN2	7.11289328077662	-1.52502593463769	0.402084299123875	-3.79280150446228	0.000148957223037443	0.00713364676543262
CACNG8	21.2197669969734	-1.07489087548449	0.230875658400047	-4.65571330877152	3.22860939789127e-06	0.000415365661318256
TM4SF5	34.1197857776147	-3.76848961706723	0.587706825716359	-6.41219303940157	1.43441042533623e-10	9.31873298936071e-08
PADI3	91.7704858032591	-2.63653724677809	0.524262852659244	-5.02903692948042	4.9294945419759e-07	9.68147483900937e-05
PADI1	110.78590949572	-2.45458543537433	0.394111986308151	-6.22814205263759	4.71999019159282e-10	2.64054845218457e-07
MYOM3	41.4593512611675	-1.20801255179701	0.262978323749803	-4.59358221838203	4.35701241765101e-06	0.000539845535224591
MAEL	27.3542484729028	-1.22447565757982	0.324907815740632	-3.76868637274425	0.000164108929628355	0.00762666951974557
SYT14	49.6539620704152	-2.49184003620508	0.403862167433987	-6.17002590769383	6.82788041456581e-10	3.76277356040318e-07
S100A7	39.3360317234582	-2.48985819973674	0.519013140479704	-4.79729318112341	1.60824123594567e-06	0.00023778512214467
DQX1	52.3193667531011	-1.02952301015032	0.289356452854829	-3.557974947484	0.00037372494771675	0.0129601997284433
DLX1	6.01044207414906	-1.53299930109155	0.343734003613673	-4.45984186893103	8.20201458269798e-06	0.000888102593656768
MARCHF4	34.1401280391247	-1.1378907957397	0.273320560962491	-4.16320964559948	3.1380499700813e-05	0.00237918314261421
NR1I2	26.2105876141309	-1.55889841700533	0.268493737595746	-5.80608855522905	6.39491481688321e-09	2.77611576650344e-06
AHSG	5.17751675584002	-2.42459887517081	0.460206844125414	-5.26849808107171	1.37544480208383e-07	3.47846222105077e-05
GC	4.26361326708601	-3.64829178672063	0.762615101827194	-4.7839228176566	1.71906716558801e-06	0.00024999052508485
CDH18	22.8014833499236	-2.54719566791528	0.537585192893422	-4.73821768454152	2.15606135676348e-06	0.000300439937585349
CXCL14	6822.05562643604	-1.09869261504535	0.342163309121301	-3.2110182060925	0.00132265554813475	0.0281965420345145
CPLX2	537.540123450922	-4.52219409780393	0.537770863551835	-8.40914672828502	4.13004191280528e-17	1.38630488678645e-13
RASGEF1C	20.4620475922333	-1.73864975340545	0.35049797155567	-4.96051302576311	7.03072463182651e-07	0.000127879529842823
GABRR1	16.0944653838209	-1.63095612256163	0.453414251791252	-3.59705526705082	0.000321840120176801	0.0116731854197328
RSPO3	227.339114352575	-1.09827036866072	0.250492203987405	-4.38444930092891	1.16279558876399e-05	0.00111807035218575
IGFBP1	46.8996541770541	-2.30526799487682	0.410224069909649	-5.61953372308102	1.91473504222279e-08	7.2884290684528e-06
HTR2C	18.300564874531	-1.88632816236956	0.603438409107363	-3.1259663519926	0.00177221827977204	0.0337296987340324
ARHGAP36	2.27944646902654	-2.45636727357001	0.65486262001035	-3.75096577283826	0.000176154747624062	0.00797856263559437
MAGEA4	104.400588018553	-3.38096579951453	0.911825400026669	-3.7079092109253	0.000208977547742518	0.00884871329735895
ST18	37.8844790312376	-1.20143990867312	0.254598360818654	-4.7189616807034	2.37051463195598e-06	0.000321788646160701
CACNA1B	54.4617457127441	-1.40716010331546	0.415629924407449	-3.38560825552107	0.000710206904696306	0.0195402157541742
A1CF	14.2232862205168	-2.05042267447904	0.428755153710065	-4.7822694531751	1.73327125157007e-06	0.00024999052508485
VAX1	5.41090809051688	-4.19631450315878	0.76559404060198	-5.48112221440393	4.22636391432132e-08	1.31134483032341e-05
INA	134.060077459377	-1.33532923637062	0.399788539659647	-3.34008883172946	0.000837515959864036	0.021624896353888
NKX6-2	1.18732494975544	-1.99373706476712	0.630294578517311	-3.16318295083092	0.00156054228186305	0.0312811632319378
DRD2	13.0772896141123	-1.18884289801367	0.297982004901389	-3.98964661777845	6.61718063593405e-05	0.00396213715439965
KIRREL3	36.0730647423628	-1.11146249593725	0.23423894037542	-4.74499455195573	2.08511947425801e-06	0.000294976499417733
HMGA2	818.536428166755	-3.21261636116595	0.41037692699552	-7.82845269758799	4.93910706424541e-15	1.21577766755422e-11
MMP3	101.22815063216	-1.05015645268623	0.316723232111862	-3.31569126042302	0.000914167622099738	0.0228270682324877
FXYD4	107.113055048644	-1.71640737608887	0.37759415103813	-4.54564079281924	5.47683721365955e-06	0.000652326646580489
GABRA2	15.8350331083104	-1.60405697806166	0.380366290621677	-4.21713757925279	2.47423030311882e-05	0.0019903269168204
ASTN1	28.1001865482128	-1.27987606984801	0.330053709586653	-3.8777811994626	0.00010541345456773	0.00556025854714898
DSPP	1.37220277532657	-1.69596718068084	0.515249061453002	-3.29154831626129	0.000996374995683378	0.0241482645690534
ZIC1	46.971666556007	-4.62684026317563	0.614166891794683	-7.53352276879553	4.93893957932342e-14	1.07270862404329e-10
JPH3	77.3613279589053	-2.11376989866857	0.325758151302071	-6.48877055023713	8.65396424590460e-11	6.26530042846148e-08
CERS3	5.44428592761017	-1.26737825874627	0.386273644863504	-3.2810373568047	0.00103426044836063	0.0245584760729197
ASZ1	11.0228538609688	-1.38805328841074	0.387679901541849	-3.58041075353737	0.000343054502807936	0.0122146590233148
CNTNAP5	3.23595221348556	-3.3255578175459	0.686939719120608	-4.84112029772153	1.29109180235759e-06	0.000199460178319872
MAGEC1	40.0841898990219	-4.15213383732687	0.63738708888868	-6.51430490154161	7.30270283920431e-11	5.54724772648129e-08
MAGEA8	13.1728367736079	-1.88357759223595	0.44313529844035	-4.25056997008667	2.13227209930025e-05	0.00177319555681223
NAA11	9.86867029925386	-3.89546843593143	0.732675502273373	-5.31677178211149	1.0562440947146e-07	2.78569290779622e-05
